-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 08/01/2023 through 07/31/2025 in UTC
Location: Latitude  52.3663   Longitude 17.6152 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 99.06 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
PS        MERRA-2 Surface Pressure (kPa) 
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M,T2M,PS,WSC
2024,12,31,2,9.67,251.9,-0.38,101.1,7.21
2024,12,31,3,9.27,251.8,-0.25,101.12,6.91
2024,12,31,4,8.84,246.9,-0.25,101.12,6.59
2024,12,31,5,8.93,245.4,-0.2,101.15,6.66
2024,12,31,6,9.29,248.1,0.02,101.16,6.93
2024,12,31,7,9.36,245.9,0.23,101.18,6.98
2024,12,31,8,8.69,246.1,0.76,101.21,6.48
2024,12,31,9,8.26,247.9,1.26,101.25,6.16
2024,12,31,10,7.96,248.8,1.67,101.24,5.94
2024,12,31,11,7.73,247.2,2.05,101.19,5.77
2024,12,31,12,7.19,240.9,2.38,101.13,5.36
2024,12,31,13,6.72,228.5,2.38,101.07,5.01
2024,12,31,14,7.69,219.7,0.29,101.01,5.74
2024,12,31,15,9.06,220.0,-0.55,100.97,6.76
2024,12,31,16,9.45,221.7,-0.48,100.91,7.05
2024,12,31,17,9.57,223.4,-0.68,100.88,7.14
2024,12,31,18,9.65,226.4,-0.94,100.83,7.2
2024,12,31,19,9.77,226.5,-1.15,100.78,7.29
2024,12,31,20,9.75,227.3,-1.2,100.72,7.27
2024,12,31,21,9.46,230.9,-1.19,100.7,7.06
2024,12,31,22,9.3,232.6,-1.28,100.68,6.94
2024,12,31,23,9.36,230.9,-1.43,100.64,6.98
2025,1,1,0,9.57,229.9,-1.53,100.59,7.14
2025,1,1,1,9.94,227.5,-1.48,100.52,7.41
2025,1,1,2,10.36,225.5,-1.29,100.46,7.73
2025,1,1,3,11.51,228.1,-1.0,100.39,8.58
2025,1,1,4,12.05,231.1,-0.5,100.34,8.99
2025,1,1,5,12.68,231.1,0.28,100.28,9.46
2025,1,1,6,12.69,229.8,0.52,100.24,9.47
2025,1,1,7,13.02,231.1,0.68,100.21,9.71
2025,1,1,8,13.22,230.3,1.18,100.17,9.86
2025,1,1,9,13.49,232.7,1.91,100.14,10.06
2025,1,1,10,13.38,233.2,2.49,100.09,9.98
2025,1,1,11,13.54,232.1,2.98,99.99,10.1
2025,1,1,12,13.29,229.6,3.47,99.89,9.91
2025,1,1,13,13.56,228.0,3.68,99.78,10.11
2025,1,1,14,13.87,229.2,3.54,99.7,10.35
2025,1,1,15,14.3,230.5,3.71,99.62,10.67
2025,1,1,16,14.95,230.3,4.06,99.54,11.15
2025,1,1,17,15.59,230.4,4.43,99.45,11.63
2025,1,1,18,16.19,232.0,4.78,99.39,12.08
2025,1,1,19,16.5,234.3,5.05,99.34,12.31
2025,1,1,20,16.68,235.8,5.25,99.27,12.44
2025,1,1,21,16.79,237.5,5.43,99.21,12.52
2025,1,1,22,17.03,240.2,5.45,99.16,12.7
2025,1,1,23,16.76,242.4,5.44,99.11,12.5
2025,1,2,0,16.7,245.6,5.35,99.06,12.46
2025,1,2,1,15.92,245.3,5.08,99.04,11.87
2025,1,2,2,15.34,244.4,4.81,99.01,11.44
2025,1,2,3,14.46,244.0,4.59,98.99,10.79
2025,1,2,4,14.05,244.5,4.47,98.96,10.48
2025,1,2,5,13.84,246.6,4.43,98.94,10.32
2025,1,2,6,13.89,250.4,4.52,98.94,10.36
2025,1,2,7,13.49,255.4,4.67,98.96,10.06
2025,1,2,8,12.89,262.7,4.87,99.02,9.61
2025,1,2,9,12.39,271.9,4.81,99.1,9.24
2025,1,2,10,12.32,280.6,4.51,99.18,9.19
2025,1,2,11,12.32,285.5,4.22,99.23,9.19
2025,1,2,12,11.94,288.1,3.86,99.29,8.91
2025,1,2,13,11.12,289.8,3.11,99.35,8.29
2025,1,2,14,10.13,290.1,1.44,99.42,7.56
2025,1,2,15,9.28,288.0,-0.18,99.47,6.92
2025,1,2,16,8.71,284.4,-1.32,99.51,6.5
2025,1,2,17,8.15,279.5,-2.33,99.55,6.08
2025,1,2,18,7.66,272.2,-3.17,99.58,5.71
2025,1,2,19,7.42,263.7,-3.43,99.6,5.53
2025,1,2,20,7.16,255.2,-3.28,99.61,5.34
2025,1,2,21,6.78,249.1,-2.0,99.61,5.06
2025,1,2,22,7.17,250.0,-1.22,99.6,5.35
2025,1,2,23,7.69,249.9,-0.49,99.57,5.74
2025,1,3,0,8.49,252.5,0.07,99.53,6.33
2025,1,3,1,9.25,259.4,0.12,99.51,6.9
2025,1,3,2,9.19,261.9,0.0,99.51,6.85
2025,1,3,3,9.59,267.7,0.0,99.52,7.15
2025,1,3,4,9.07,269.3,-0.02,99.54,6.76
2025,1,3,5,8.57,266.8,-0.12,99.53,6.39
2025,1,3,6,8.24,263.1,-0.2,99.53,6.15
2025,1,3,7,8.23,259.9,-0.1,99.54,6.14
2025,1,3,8,8.55,259.7,0.42,99.54,6.38
2025,1,3,9,9.03,257.6,0.9,99.53,6.74
2025,1,3,10,9.4,252.4,1.07,99.46,7.01
2025,1,3,11,10.29,250.4,1.22,99.38,7.67
2025,1,3,12,11.35,251.5,1.42,99.31,8.47
2025,1,3,13,12.33,249.2,1.33,99.24,9.2
2025,1,3,14,13.52,246.5,0.94,99.17,10.08
2025,1,3,15,14.2,256.9,0.56,99.15,10.59
2025,1,3,16,13.81,277.9,0.33,99.23,10.3
2025,1,3,17,12.35,286.9,-0.81,99.33,9.21
2025,1,3,18,10.83,279.3,-2.24,99.4,8.08
2025,1,3,19,11.07,269.9,-3.01,99.46,8.26
2025,1,3,20,12.01,268.1,-3.23,99.53,8.96
2025,1,3,21,12.21,267.5,-3.2,99.59,9.11
2025,1,3,22,12.38,267.9,-2.98,99.64,9.23
2025,1,3,23,12.63,269.6,-2.69,99.68,9.42
2025,1,4,0,12.46,271.8,-2.42,99.74,9.29
2025,1,4,1,11.89,275.9,-2.0,99.8,8.87
2025,1,4,2,11.24,283.8,-1.76,99.88,8.38
2025,1,4,3,10.65,292.9,-1.79,99.98,7.94
2025,1,4,4,9.98,300.7,-2.34,100.09,7.44
2025,1,4,5,9.23,302.6,-2.91,100.21,6.88
2025,1,4,6,8.43,298.9,-3.24,100.33,6.29
2025,1,4,7,7.52,293.8,-3.43,100.44,5.61
2025,1,4,8,6.31,285.3,-2.82,100.53,4.71
2025,1,4,9,6.63,292.0,-1.53,100.59,4.95
2025,1,4,10,5.92,287.0,-0.74,100.6,4.42
2025,1,4,11,5.56,272.7,-0.49,100.6,4.15
2025,1,4,12,5.5,258.6,-0.66,100.6,4.1
2025,1,4,13,5.5,244.4,-1.55,100.61,4.1
2025,1,4,14,6.14,231.1,-3.58,100.61,4.58
2025,1,4,15,6.94,223.0,-3.87,100.57,5.18
2025,1,4,16,7.27,219.5,-3.57,100.55,5.42
2025,1,4,17,7.27,218.9,-3.35,100.51,5.42
2025,1,4,18,7.42,224.2,-2.54,100.47,5.53
2025,1,4,19,7.56,231.3,-1.75,100.44,5.64
2025,1,4,20,7.71,234.5,-1.44,100.42,5.75
2025,1,4,21,7.61,234.4,-1.45,100.38,5.68
2025,1,4,22,7.32,230.7,-2.1,100.34,5.46
2025,1,4,23,7.02,224.9,-2.9,100.29,5.24
2025,1,5,0,6.9,221.8,-3.45,100.26,5.15
2025,1,5,1,6.58,219.1,-3.77,100.22,4.91
2025,1,5,2,6.41,217.9,-3.68,100.17,4.78
2025,1,5,3,6.31,219.5,-3.5,100.13,4.71
2025,1,5,4,5.9,218.1,-3.4,100.1,4.4
2025,1,5,5,5.46,209.8,-3.43,100.07,4.07
2025,1,5,6,5.48,207.3,-3.29,100.05,4.09
2025,1,5,7,5.7,205.4,-3.05,100.06,4.25
2025,1,5,8,5.18,198.8,-2.37,100.02,3.86
2025,1,5,9,4.46,184.2,-1.6,99.98,3.33
2025,1,5,10,4.21,170.2,-1.05,99.89,3.14
2025,1,5,11,4.37,161.3,-0.61,99.82,3.26
2025,1,5,12,5.0,151.9,-0.5,99.71,3.73
2025,1,5,13,5.42,142.7,-0.85,99.62,4.04
2025,1,5,14,6.02,134.6,-1.44,99.54,4.49
2025,1,5,15,6.83,129.8,-2.24,99.5,5.09
2025,1,5,16,7.36,127.5,-2.3,99.45,5.49
2025,1,5,17,7.78,126.7,-2.22,99.35,5.8
2025,1,5,18,7.96,127.0,-2.08,99.24,5.94
2025,1,5,19,8.09,127.6,-1.95,99.14,6.03
2025,1,5,20,8.31,127.1,-1.85,99.01,6.2
2025,1,5,21,8.55,125.1,-1.82,98.88,6.38
2025,1,5,22,8.62,124.7,-1.82,98.74,6.43
2025,1,5,23,8.48,125.9,-1.81,98.62,6.32
2025,1,6,0,8.05,129.0,-1.72,98.5,6.0
2025,1,6,1,7.59,134.8,-1.47,98.42,5.66
2025,1,6,2,7.08,146.9,-1.07,98.35,5.28
2025,1,6,3,7.28,166.0,-0.17,98.3,5.43
2025,1,6,4,7.93,188.8,1.09,98.25,5.91
2025,1,6,5,8.79,204.5,2.02,98.22,6.56
2025,1,6,6,9.38,209.7,2.45,98.22,7.0
2025,1,6,7,10.08,218.2,2.67,98.26,7.52
2025,1,6,8,10.42,222.8,3.05,98.28,7.77
2025,1,6,9,9.68,221.4,3.39,98.3,7.22
2025,1,6,10,9.47,214.8,4.2,98.29,7.06
2025,1,6,11,8.42,207.4,4.56,98.27,6.28
2025,1,6,12,9.2,202.2,4.3,98.25,6.86
2025,1,6,13,10.06,202.0,3.9,98.25,7.5
2025,1,6,14,10.49,201.3,3.51,98.27,7.82
2025,1,6,15,11.4,206.9,3.38,98.29,8.5
2025,1,6,16,11.83,209.5,3.27,98.32,8.82
2025,1,6,17,11.83,202.7,3.0,98.31,8.82
2025,1,6,18,11.18,198.1,2.33,98.3,8.34
2025,1,6,19,11.0,198.8,1.69,98.31,8.2
2025,1,6,20,10.79,206.4,1.29,98.35,8.05
2025,1,6,21,11.63,218.1,1.95,98.42,8.67
2025,1,6,22,11.86,227.8,2.83,98.48,8.85
2025,1,6,23,10.38,229.1,2.83,98.54,7.74
2025,1,7,0,10.5,234.3,2.91,98.6,7.83
2025,1,7,1,10.15,237.6,2.96,98.65,7.57
2025,1,7,2,9.84,234.1,3.14,98.72,7.34
2025,1,7,3,9.44,223.7,2.94,98.77,7.04
2025,1,7,4,9.55,212.1,2.95,98.78,7.12
2025,1,7,5,9.74,206.4,3.05,98.79,7.26
2025,1,7,6,10.13,206.0,3.07,98.83,7.56
2025,1,7,7,9.94,205.2,3.0,98.87,7.41
2025,1,7,8,9.3,201.2,3.03,98.89,6.94
2025,1,7,9,9.12,201.0,3.42,98.88,6.8
2025,1,7,10,9.03,204.7,3.83,98.87,6.74
2025,1,7,11,8.9,208.8,4.06,98.85,6.64
2025,1,7,12,8.92,210.3,3.99,98.82,6.65
2025,1,7,13,9.62,214.5,3.7,98.81,7.18
2025,1,7,14,9.99,218.7,3.26,98.78,7.45
2025,1,7,15,9.81,214.2,2.63,98.79,7.32
2025,1,7,16,9.91,209.6,2.0,98.81,7.39
2025,1,7,17,10.18,209.6,1.75,98.82,7.59
2025,1,7,18,10.27,211.9,1.32,98.82,7.66
2025,1,7,19,10.11,214.4,0.89,98.85,7.54
2025,1,7,20,9.69,215.2,0.49,98.87,7.23
2025,1,7,21,9.18,217.0,0.34,98.88,6.85
2025,1,7,22,8.93,220.1,0.41,98.91,6.66
2025,1,7,23,8.8,220.2,0.22,98.92,6.56
2025,1,8,0,8.78,216.7,-0.06,98.91,6.55
2025,1,8,1,8.69,209.7,-0.18,98.9,6.48
2025,1,8,2,9.14,205.0,0.15,98.87,6.82
2025,1,8,3,9.63,212.7,0.47,98.84,7.18
2025,1,8,4,9.58,222.5,0.69,98.81,7.15
2025,1,8,5,9.51,226.3,0.8,98.8,7.09
2025,1,8,6,9.57,232.1,0.76,98.84,7.14
2025,1,8,7,8.97,233.9,0.83,98.89,6.69
2025,1,8,8,8.92,236.4,1.38,98.91,6.65
2025,1,8,9,8.01,234.1,2.05,98.95,5.97
2025,1,8,10,9.33,246.1,2.86,98.98,6.96
2025,1,8,11,9.87,253.4,3.34,99.0,7.36
2025,1,8,12,9.26,257.8,3.39,99.04,6.91
2025,1,8,13,9.23,249.6,2.75,99.05,6.88
2025,1,8,14,9.15,248.7,0.83,99.12,6.82
2025,1,8,15,9.2,243.9,-0.64,99.18,6.86
2025,1,8,16,9.35,241.5,-0.51,99.25,6.97
2025,1,8,17,9.23,238.1,-0.74,99.32,6.88
2025,1,8,18,8.95,234.4,-1.19,99.37,6.68
2025,1,8,19,7.98,227.4,-1.51,99.42,5.95
2025,1,8,20,7.25,217.9,-1.54,99.42,5.41
2025,1,8,21,6.9,211.4,-1.5,99.42,5.15
2025,1,8,22,6.13,203.0,-1.72,99.4,4.57
2025,1,8,23,5.58,192.2,-1.68,99.37,4.16
2025,1,9,0,5.46,176.0,-1.65,99.32,4.07
2025,1,9,1,5.52,159.9,-1.43,99.24,4.12
2025,1,9,2,5.88,144.6,-1.19,99.12,4.39
2025,1,9,3,6.37,133.4,-1.01,99.02,4.75
2025,1,9,4,6.81,122.9,-0.73,98.92,5.08
2025,1,9,5,7.05,123.6,-0.65,98.8,5.26
2025,1,9,6,8.07,167.5,0.27,98.75,6.02
2025,1,9,7,8.42,197.8,1.28,98.72,6.28
2025,1,9,8,8.83,223.9,2.4,98.69,6.59
2025,1,9,9,8.66,232.7,3.29,98.69,6.46
2025,1,9,10,8.45,233.9,4.07,98.68,6.3
2025,1,9,11,7.66,233.9,4.78,98.67,5.71
2025,1,9,12,6.64,223.3,5.08,98.65,4.95
2025,1,9,13,6.87,198.8,4.69,98.61,5.12
2025,1,9,14,8.96,180.4,4.6,98.54,6.68
2025,1,9,15,10.05,177.3,5.13,98.45,7.5
2025,1,9,16,10.91,181.3,4.91,98.35,8.14
2025,1,9,17,11.15,180.5,4.51,98.25,8.32
2025,1,9,18,10.95,177.2,4.13,98.13,8.17
2025,1,9,19,12.23,185.6,4.64,98.04,9.12
2025,1,9,20,11.94,195.4,4.95,97.97,8.91
2025,1,9,21,10.99,201.6,4.72,97.96,8.2
2025,1,9,22,11.28,222.4,4.05,97.99,8.41
2025,1,9,23,13.04,253.7,2.15,98.12,9.73
2025,1,10,0,14.99,275.2,0.51,98.3,11.18
2025,1,10,1,16.49,283.5,0.18,98.49,12.3
2025,1,10,2,16.55,286.8,0.12,98.67,12.34
2025,1,10,3,14.78,285.0,0.21,98.81,11.02
2025,1,10,4,12.83,282.0,0.35,98.93,9.57
2025,1,10,5,11.52,279.2,0.46,99.05,8.59
2025,1,10,6,10.62,277.2,0.49,99.17,7.92
2025,1,10,7,10.17,274.7,0.53,99.28,7.59
2025,1,10,8,10.31,273.6,0.71,99.37,7.69
2025,1,10,9,10.08,270.3,0.91,99.43,7.52
2025,1,10,10,10.72,270.5,1.17,99.46,8.0
2025,1,10,11,11.04,270.8,1.44,99.47,8.23
2025,1,10,12,10.39,267.0,1.54,99.49,7.75
2025,1,10,13,9.51,260.3,1.33,99.51,7.09
2025,1,10,14,9.25,253.4,0.75,99.52,6.9
2025,1,10,15,9.5,252.5,0.38,99.52,7.09
2025,1,10,16,8.78,252.1,0.22,99.5,6.55
2025,1,10,17,8.32,256.5,0.16,99.49,6.21
2025,1,10,18,8.17,267.5,0.06,99.5,6.09
2025,1,10,19,8.07,274.4,-0.3,99.53,6.02
2025,1,10,20,8.86,280.9,-0.62,99.56,6.61
2025,1,10,21,8.48,275.0,-0.9,99.57,6.32
2025,1,10,22,8.8,266.9,-1.08,99.57,6.56
2025,1,10,23,9.64,265.4,-1.06,99.56,7.19
2025,1,11,0,10.24,264.0,-0.95,99.54,7.64
2025,1,11,1,10.38,261.8,-0.96,99.52,7.74
2025,1,11,2,11.26,266.2,-0.92,99.49,8.4
2025,1,11,3,11.45,270.2,-0.79,99.46,8.54
2025,1,11,4,12.1,272.9,-0.69,99.45,9.02
2025,1,11,5,12.45,272.8,-0.69,99.44,9.29
2025,1,11,6,12.87,271.3,-0.74,99.44,9.6
2025,1,11,7,13.19,271.2,-0.72,99.44,9.84
2025,1,11,8,13.24,272.8,-0.55,99.42,9.88
2025,1,11,9,13.18,275.6,-0.33,99.4,9.83
2025,1,11,10,13.01,279.5,-0.18,99.38,9.7
2025,1,11,11,12.88,282.6,-0.08,99.37,9.61
2025,1,11,12,12.8,284.9,-0.04,99.36,9.55
2025,1,11,13,12.84,287.6,-0.12,99.36,9.58
2025,1,11,14,12.98,290.8,-0.38,99.4,9.68
2025,1,11,15,13.21,294.5,-0.59,99.45,9.85
2025,1,11,16,13.23,298.7,-0.63,99.51,9.87
2025,1,11,17,12.93,303.3,-0.6,99.58,9.64
2025,1,11,18,13.22,311.6,-0.24,99.65,9.86
2025,1,11,19,13.15,317.0,0.28,99.73,9.81
2025,1,11,20,12.76,320.7,0.56,99.82,9.52
2025,1,11,21,12.36,323.8,0.62,99.94,9.22
2025,1,11,22,11.69,324.9,0.48,100.05,8.72
2025,1,11,23,10.74,322.1,0.32,100.15,8.01
2025,1,12,0,10.29,320.4,0.19,100.25,7.67
2025,1,12,1,9.74,317.0,0.01,100.32,7.26
2025,1,12,2,10.0,318.6,-0.14,100.41,7.46
2025,1,12,3,9.73,315.3,-0.3,100.49,7.26
2025,1,12,4,10.26,317.6,-0.24,100.57,7.65
2025,1,12,5,10.82,320.8,-0.12,100.66,8.07
2025,1,12,6,11.65,324.2,-0.06,100.78,8.69
2025,1,12,7,11.77,327.1,-0.21,100.91,8.78
2025,1,12,8,12.21,329.8,-0.1,101.0,9.11
2025,1,12,9,12.44,330.2,0.14,101.09,9.28
2025,1,12,10,12.37,330.7,0.36,101.17,9.23
2025,1,12,11,12.18,329.8,0.57,101.24,9.08
2025,1,12,12,12.0,328.3,0.67,101.32,8.95
2025,1,12,13,11.85,327.4,0.49,101.41,8.84
2025,1,12,14,11.7,327.6,0.0,101.51,8.73
2025,1,12,15,11.89,333.2,-0.21,101.6,8.87
2025,1,12,16,11.42,337.8,-0.06,101.69,8.52
2025,1,12,17,10.97,341.6,0.03,101.78,8.18
2025,1,12,18,10.98,347.0,0.14,101.87,8.19
2025,1,12,19,10.71,352.1,0.24,101.96,7.99
2025,1,12,20,10.38,356.2,-0.45,102.05,7.74
2025,1,12,21,10.11,358.4,-1.22,102.16,7.54
2025,1,12,22,9.3,354.6,-2.29,102.25,6.94
2025,1,12,23,8.42,346.0,-3.75,102.3,6.28
2025,1,13,0,7.83,338.6,-4.9,102.35,5.84
2025,1,13,1,7.41,337.5,-5.27,102.43,5.53
2025,1,13,2,6.59,340.3,-5.29,102.5,4.92
2025,1,13,3,6.03,340.0,-5.69,102.56,4.5
2025,1,13,4,5.67,340.0,-5.97,102.63,4.23
2025,1,13,5,5.39,340.3,-5.68,102.69,4.02
2025,1,13,6,5.0,338.3,-5.67,102.75,3.73
2025,1,13,7,4.61,337.2,-5.06,102.82,3.44
2025,1,13,8,3.96,334.1,-3.22,102.86,2.95
2025,1,13,9,3.52,324.4,-1.68,102.87,2.63
2025,1,13,10,3.37,315.7,-0.18,102.85,2.51
2025,1,13,11,3.01,295.8,0.59,102.81,2.25
2025,1,13,12,3.75,278.3,0.61,102.78,2.8
2025,1,13,13,4.74,276.8,-0.18,102.78,3.54
2025,1,13,14,5.56,277.6,-1.51,102.78,4.15
2025,1,13,15,5.83,275.0,-2.07,102.78,4.35
2025,1,13,16,5.79,268.4,-2.4,102.77,4.32
2025,1,13,17,5.73,258.7,-2.85,102.76,4.27
2025,1,13,18,6.01,248.6,-3.34,102.76,4.48
2025,1,13,19,6.77,242.1,-4.31,102.75,5.05
2025,1,13,20,7.47,240.5,-4.51,102.71,5.57
2025,1,13,21,7.76,240.3,-4.49,102.64,5.79
2025,1,13,22,7.88,239.8,-4.69,102.55,5.88
2025,1,13,23,7.9,239.2,-5.06,102.48,5.89
2025,1,14,0,7.93,237.8,-5.29,102.41,5.91
2025,1,14,1,8.01,235.7,-5.38,102.34,5.97
2025,1,14,2,8.1,234.7,-5.33,102.25,6.04
2025,1,14,3,8.03,234.8,-4.91,102.18,5.99
2025,1,14,4,7.88,235.8,-4.35,102.13,5.88
2025,1,14,5,7.8,237.3,-3.87,102.08,5.82
2025,1,14,6,7.9,237.8,-3.65,102.01,5.89
2025,1,14,7,7.99,236.2,-3.31,101.95,5.96
2025,1,14,8,7.85,234.7,-2.41,101.87,5.86
2025,1,14,9,8.17,239.1,-1.36,101.81,6.09
2025,1,14,10,8.99,246.3,-0.37,101.73,6.71
2025,1,14,11,8.72,248.6,0.28,101.64,6.5
2025,1,14,12,9.31,251.0,0.59,101.56,6.94
2025,1,14,13,8.9,249.6,0.5,101.47,6.64
2025,1,14,14,8.92,246.9,0.27,101.4,6.65
2025,1,14,15,9.21,245.6,0.32,101.33,6.87
2025,1,14,16,10.31,251.8,0.5,101.26,7.69
2025,1,14,17,10.29,253.8,0.36,101.19,7.67
2025,1,14,18,10.23,254.8,0.13,101.11,7.63
2025,1,14,19,10.29,261.5,0.1,101.06,7.67
2025,1,14,20,9.9,273.5,0.26,101.04,7.38
2025,1,14,21,8.87,281.0,0.31,101.01,6.62
2025,1,14,22,8.65,285.4,0.41,100.97,6.45
2025,1,14,23,8.71,289.0,0.51,100.96,6.5
2025,1,15,0,8.96,294.3,0.68,100.95,6.68
2025,1,15,1,8.83,298.7,0.87,100.93,6.59
2025,1,15,2,8.63,300.1,1.07,100.94,6.44
2025,1,15,3,7.91,299.9,1.13,100.97,5.9
2025,1,15,4,7.71,302.5,1.05,101.0,5.75
2025,1,15,5,7.98,315.5,1.18,101.05,5.95
2025,1,15,6,7.21,325.2,1.03,101.12,5.38
2025,1,15,7,6.47,332.4,0.99,101.19,4.83
2025,1,15,8,5.82,339.1,1.28,101.26,4.34
2025,1,15,9,5.03,340.8,1.63,101.32,3.75
2025,1,15,10,4.72,338.9,1.98,101.37,3.52
2025,1,15,11,4.65,339.1,2.3,101.4,3.47
2025,1,15,12,4.44,341.9,2.43,101.44,3.31
2025,1,15,13,4.5,345.7,2.05,101.51,3.36
2025,1,15,14,4.72,349.5,1.1,101.57,3.52
2025,1,15,15,4.87,355.5,0.68,101.65,3.63
2025,1,15,16,4.97,2.3,0.56,101.73,3.71
2025,1,15,17,4.89,8.3,0.46,101.81,3.65
2025,1,15,18,4.53,13.1,0.41,101.88,3.38
2025,1,15,19,3.77,20.4,0.12,101.93,2.81
2025,1,15,20,2.86,27.5,0.08,101.97,2.13
2025,1,15,21,2.16,23.5,0.3,102.03,1.61
2025,1,15,22,1.88,5.5,0.33,102.09,1.4
2025,1,15,23,1.68,345.6,0.26,102.13,1.25
2025,1,16,0,1.43,309.9,0.17,102.15,1.07
2025,1,16,1,1.87,277.4,-0.03,102.16,1.39
2025,1,16,2,2.68,263.4,-0.25,102.18,2.0
2025,1,16,3,3.42,259.9,-0.6,102.2,2.55
2025,1,16,4,4.0,258.7,-0.93,102.23,2.98
2025,1,16,5,4.58,256.9,-1.17,102.26,3.42
2025,1,16,6,5.19,256.3,-1.31,102.28,3.87
2025,1,16,7,5.53,257.8,-0.95,102.31,4.12
2025,1,16,8,5.52,258.7,-0.04,102.34,4.12
2025,1,16,9,5.45,255.7,0.63,102.37,4.06
2025,1,16,10,6.86,262.2,1.18,102.37,5.12
2025,1,16,11,7.47,265.9,1.42,102.35,5.57
2025,1,16,12,7.19,264.9,1.42,102.33,5.36
2025,1,16,13,6.84,260.4,1.24,102.32,5.1
2025,1,16,14,7.38,258.4,0.84,102.33,5.5
2025,1,16,15,7.75,259.1,0.63,102.35,5.78
2025,1,16,16,7.85,258.3,0.59,102.38,5.86
2025,1,16,17,7.95,255.9,0.59,102.41,5.93
2025,1,16,18,7.97,253.2,0.52,102.43,5.94
2025,1,16,19,7.93,251.4,0.35,102.45,5.91
2025,1,16,20,7.85,252.0,0.23,102.47,5.86
2025,1,16,21,7.57,253.4,0.12,102.46,5.65
2025,1,16,22,7.35,254.7,0.02,102.45,5.48
2025,1,16,23,7.2,256.0,-0.07,102.43,5.37
2025,1,17,0,7.06,257.5,-0.15,102.42,5.27
2025,1,17,1,6.93,259.1,-0.28,102.42,5.17
2025,1,17,2,6.77,260.3,-0.46,102.43,5.05
2025,1,17,3,6.68,260.6,-0.69,102.46,4.98
2025,1,17,4,6.48,260.9,-0.94,102.48,4.83
2025,1,17,5,6.17,261.0,-1.17,102.5,4.6
2025,1,17,6,5.94,260.0,-1.33,102.5,4.43
2025,1,17,7,5.94,261.8,-0.98,102.49,4.43
2025,1,17,8,5.9,265.1,0.19,102.48,4.4
2025,1,17,9,6.13,267.7,1.17,102.48,4.57
2025,1,17,10,6.44,269.4,1.85,102.45,4.8
2025,1,17,11,6.42,268.3,2.3,102.41,4.79
2025,1,17,12,6.37,267.9,2.46,102.37,4.75
2025,1,17,13,6.15,267.4,2.1,102.35,4.59
2025,1,17,14,6.6,266.4,0.13,102.33,4.92
2025,1,17,15,7.3,267.3,-1.28,102.33,5.44
2025,1,17,16,7.55,269.5,-1.28,102.33,5.63
2025,1,17,17,7.53,272.7,-1.09,102.35,5.62
2025,1,17,18,7.09,273.6,-0.96,102.36,5.29
2025,1,17,19,6.36,269.1,-0.98,102.36,4.74
2025,1,17,20,5.92,262.6,-1.1,102.34,4.42
2025,1,17,21,5.94,257.9,-0.99,102.32,4.43
2025,1,17,22,5.9,253.0,-0.9,102.29,4.4
2025,1,17,23,5.94,254.3,-0.93,102.25,4.43
2025,1,18,0,5.93,260.3,-1.12,102.25,4.42
2025,1,18,1,6.05,264.4,-1.37,102.23,4.51
2025,1,18,2,6.2,266.5,-1.66,102.22,4.62
2025,1,18,3,6.47,265.5,-2.12,102.19,4.83
2025,1,18,4,6.63,264.1,-2.45,102.16,4.95
2025,1,18,5,6.54,266.6,-2.44,102.16,4.88
2025,1,18,6,6.51,268.1,-2.26,102.16,4.86
2025,1,18,7,6.61,273.4,-1.98,102.15,4.93
2025,1,18,8,6.41,287.1,-1.88,102.16,4.78
2025,1,18,9,5.25,292.2,-0.87,102.18,3.92
2025,1,18,10,4.37,286.1,0.13,102.12,3.26
2025,1,18,11,4.27,279.8,0.8,102.05,3.18
2025,1,18,12,4.36,280.0,1.1,101.99,3.25
2025,1,18,13,4.07,286.8,0.87,101.96,3.04
2025,1,18,14,3.91,295.5,-1.4,101.96,2.92
2025,1,18,15,3.96,299.8,-2.84,101.97,2.95
2025,1,18,16,3.8,301.0,-2.99,101.96,2.83
2025,1,18,17,3.44,302.2,-2.81,101.96,2.57
2025,1,18,18,2.94,302.8,-2.45,101.96,2.19
2025,1,18,19,2.39,305.8,-1.98,101.96,1.78
2025,1,18,20,1.71,316.4,-1.42,101.96,1.28
2025,1,18,21,0.94,340.0,-0.82,101.97,0.7
2025,1,18,22,0.3,49.0,-0.41,101.96,0.22
2025,1,18,23,0.72,150.9,-0.16,101.93,0.54
2025,1,19,0,1.33,167.4,-0.14,101.89,0.99
2025,1,19,1,1.72,174.0,-0.17,101.85,1.28
2025,1,19,2,1.82,176.5,-0.24,101.8,1.36
2025,1,19,3,1.71,172.3,-0.44,101.75,1.28
2025,1,19,4,1.65,159.5,-0.64,101.71,1.23
